2052;2052;INTERNET ALEXTREMO;BOGOTA;KR 103 D 139 98;;BOGOTÁ D.C.;KR 103 D 139 98
2053;2053;DROGAS DE OCCIDENTE OLGA - B;BOGOTA;KR 104 B 23 B 72;;BOGOTÁ D.C.;KR 104 B 23 B 72
2054;2054;DROGUERIA Y PERFUMERIA LA 105;BOGOTA;KR 105 C 65 A 21;;BOGOTÁ D.C.;KR 105 C 65 A 21
2055;2055;DROGUERIA PHARMANOVA;BOGOTA;KR 105 F 69 A 24;;BOGOTÁ D.C.;KR 105 F 69 A 24
2056;2056;DROGUERIA LA 69;BOGOTA;KR 105 F 69 B 24;;BOGOTÁ D.C.;KR 105 F 69 B 24
2057;2057;DROGUERIA MEDISALUD NO 3;BOGOTA;KR 105 F 70 D 08;;BOGOTÁ D.C.;KR 105 F 70 D 08
2058;2058;DROGUERIA LINHER;BOGOTA;KR 105 H 70 D BIS A 33;;BOGOTÁ D.C.;KR 105 H 70 D BIS A 33
2059;2059;DROGAS SAN DIEGO LM;BOGOTA;KR 106 130 B 05;;BOGOTÁ D.C.;KR 106 130 B 05
2060;2060;HIPERDROGUERIA LA ECONIMIAURES;BOGOTA;KR 106 131 57;;BOGOTÁ D.C.;KR 106 131 57
2061;2061;HIPERDROGUERIA LA ECONIMIAURES 2;BOGOTA;KR 106 131 57;;BOGOTÁ D.C.;KR 106 131 57
2062;2062;DROGUERIA FAMI SALUD N 1;BOGOTA;KR 106 131 B 70;;BOGOTÁ D.C.;KR 106 131 B 70
2063;2063;DROGUERIA ARNOLD;BOGOTA;KR 106 70 F 91;;BOGOTÁ D.C.;KR 106 70 F 91
2064;2064;DROGUERIA EL BUEN VECINO;BOGOTA;KR 106 A 64 B 04;;BOGOTÁ D.C.;KR 106 A 64 B 04
2065;2065;DROGAS PACHON;BOGOTA;KR 107 140 A 07;;BOGOTÁ D.C.;KR 107 140 A 07
2066;2066;CORPIFAMILIAR DE DROGAS NO 2;BOGOTA;KR 107 142 01;;BOGOTÁ D.C.;KR 107 142 01
2067;2067;COOPIFAMILIAR DE DROGAS;BOGOTA;KR 107 78D 10 BR GARCES;;BOGOTÁ D.C.;KR 107 78D 10 BR GARCES
2068;2068;DROGUERIA CITYFARMA;BOGOTA;KR 107 79 A 23;;BOGOTÁ D.C.;KR 107 79 A 23
2069;2069;DROGUERIA Y PERFUMERIA SUPERDROGUERIA;BOGOTA;KR 108 82 83;;BOGOTÁ D.C.;KR 108 82 83
2070;2070;DROGUERIA MILENIO;ANTIOQUIA;KR 109 39 B 90;;MEDELLIN;KR 109 39 B 90
2071;2071;DROGAS ALKOSTO LA PRIMAVERA;BOYACA;KR 11 1 A 08 LC 105;;SOGAMOSO;KR 11 1 A 08 LC 105
2072;2072;DROGUERIA CAMOZ CR 11;CUNDINAMARCA;KR 11 10 02;;CHÍA;KR 11 10 02
2073;2073;DISTRIBUIDORA TEQUENDAMA CARRILLO HERMANOS;CUNDINAMARCA;KR 11 10 67;;ZIPAQUIRA;KR 11 10 67
2074;2074;DROGUERIA GARAGOA;BOYACA;KR 11 10 72;;GARAGOA;KR 11 10 72
2075;2075;JER SOGAMOSO ANTIGUA PRINCIPAL;BOYACA;KR 11 10 82;;SOGAMOSO;KR 11 10 82
2076;2076;INTERENATO;CUNDINAMARCA;KR 11 11 16;;MADRID;KR 11 11 16
2077;2077;CELU BROKLIN;SANTANDER;KR 11 12 04;;SAN GIL;KR 11 12 04
2078;2078;DROGAS LA ECONOMIA 9;CORDOBA;KR 11 13 03;;SAHAGÚN;KR 11 13 03
2079;2079;LA FARMACIA;BOYACA;KR 11 13 05;;SOGAMOSO;KR 11 13 05
2080;2080;MEGA PRISMA;CUNDINAMARCA;KR 11 13 43;;CHÍA;KR 11 13 43
2081;2081;ASESORAMOS CAQUETA;CAQUETA;KR 11 13 74 BR CENTRO;;FLORENCIA (CAQUETA);KR 11 13 74 BR CENTRO
2082;2082;FARMAMEDICOS SOGAMOSO;BOYACA;KR 11 14 03;;SOGAMOSO;KR 11 14 03
2083;2083;APUESTAS UNIDAS DEL CAQUETA LTDA;CAQUETA;KR 11 14 08;;FLORENCIA (CAQUETA);KR 11 14 08
2084;2084;JOYERIA DIANA 24;VALLE DEL CAUCA;KR 11 14 14 PI 1;;JAMUNDÍ;KR 11 14 14 PI 1
2085;2085;CEDRIFARMA EXPRESS;BOGOTA;KR 11 144 63;;BOGOTÁ D.C.;KR 11 144 63
2086;2086;DARSALU N 38;VALLE DEL CAUCA;KR 11 15 50;;JAMUNDÍ;KR 11 15 50
2087;2087;DROGAS UNICENTRO;BOYACA;KR 11 15 52;;SOGAMOSO;KR 11 15 52
2088;2088;DROGUERIA MONTERREY;CASANARE;KR 11 15 75;;MONTERREY;KR 11 15 75
2089;2089;DROGUERIA SAN DIEGO SOGAMOSO;BOYACA;KR 11 16 74;;SOGAMOSO;KR 11 16 74
2090;2090;DROGAS COPIFAM GIRARDOT NO. 1;CUNDINAMARCA;KR 11 17 04;;GIRARDOT;KR 11 17 04
2091;2091;ACUÑA TUNJA CENTRO;BOYACA;KR 11 17 08;;TUNJA;KR 11 17 08
2092;2092;DROGUERIA UNIDROGAS;BOYACA;KR 11 18 17;;TUNJA;KR 11 18 17
2093;2093;EXITO TUNJA;BOYACA;KR 11 18 28;;TUNJA;KR 11 18 28
2094;2094;DROGUERIA A C K T;BOGOTA;KR 11 180 A 05 LC 16;;BOGOTÁ D.C.;KR 11 180 A 05 LC 16
2095;2095;DROGUERIA FAMILIAR;BOYACA;KR 11 20 62;;TUNJA;KR 11 20 62
2096;2096;DROGUERIA NUEVA SAN RAFAEL;BOYACA;KR 11 26 82;;TUNJA;KR 11 26 82
2097;2097;KITCELL;HUILA;KR 11 3 43;;GARZÓN;KR 11 3 43
2098;2098;FARMACIA TEQUENDAMA;RISARALDA;KR 11 34 01 EQ;;DOS QUEBRADAS;KR 11 34 01 EQ
2099;2099;INVERFARMA CASANARE SAS;CASANARE;KR 11 41 A 16;;YOPAL;KR 11 41 A 16
2100;2100;DROGUERIA DON JAIME M 2;VALLE DEL CAUCA;KR 11 44 B 21;;CALI;KR 11 44 B 21
2101;2101;DROGUERIA Y MINIMARKET LEON XIII;CUNDINAMARCA;KR 11 45 30;;SOACHA;KR 11 45 30
2102;2102;DROGAS COPIFAM NO 2 GARZON;HUILA;KR 11 5 03;;GARZÓN;KR 11 5 03
2103;2103;ANDINAMOVIL DE LIBANO;TOLIMA;KR 11 5 21;;LÍBANO;KR 11 5 21
2104;2104;DIST. LOTERIAS LA CAUCANITA;CAUCA;KR 11 5 39;;POPAYÁN;KR 11 5 39
2105;2105;DROGUERIA ACUÑA TUNJA;BOYACA;KR 11 5 51;;TUNJA;KR 11 5 51
2106;2106;AP ML SANTANDER DE QUILICHAO;CAUCA;KR 11 5 54;;SANTANDER DE QUILICHAO;KR 11 5 54
2107;2107;DROGUERIA VILLAHERMOSA;CALDAS;KR 11 51 E 16;;MANIZALES;KR 11 51 E 16
2108;2108;CIGARRERIA FILADELFIA ROMERO;BOGOTA;KR 11 65 77;;BOGOTÁ D.C.;KR 11 65 77
2109;2109;LA SULTANA;CALDAS;KR 11 66 57;;MANIZALES;KR 11 66 57
2110;2110;INTELECTRICOS E.R;SANTANDER;KR 11 68 21;;BUCARAMANGA;KR 11 68 21
2111;2111;CIGARRERIA LA GRAN PILI II;BOGOTA;KR 11 68 50;;BOGOTÁ D.C.;KR 11 68 50
2112;2112;DROGUERIA DANYROC;BOYACA;KR 11 7 64;;SOGAMOSO;KR 11 7 64
2113;2113;FARMATODO CALLE 73;BOGOTA;KR 11 73 28;;BOGOTÁ D.C.;KR 11 73 28
2114;2114;CARULLA 76;BOGOTA;KR 11 76 19;;BOGOTÁ D.C.;KR 11 76 19
2115;2115;DROGUERIA EL ROSAL;BOGOTA;KR 11 78 76;;BOGOTÁ D.C.;KR 11 78 76
2116;2116;MERCAFRUVER DEL CAMPO SOGAMOSEÑO;BOYACA;KR 11 8 104;;SOGAMOSO;KR 11 8 104
2117;2117;ASECONFI;SANTANDER;KR 11 8 55;;FLORIDABLANCA;KR 11 8 55
2118;2118;DROGAS DON SALUDERO ZARZAL;VALLE DEL CAUCA;KR 11 8 83;;ZARZAL;KR 11 8 83
2119;2119;FARMACITY ANDINO;BOGOTA;KR 11 82 71;;BOGOTÁ D.C.;KR 11 82 71
2120;2120;DROGUERIA ACUÑA DE KENNEDY;BOGOTA;KR 11 86 05 CE UNICENTRO DE OCCIDENTE LC 141;;BOGOTÁ D.C.;KR 11 86 05 CE UNICENTRO DE OCCIDENTE LC 141
2121;2121;DROGUERIA Y PERFUMERIASUAMOX;BOYACA;KR 11 9 13;;SOGAMOSO;KR 11 9 13
2122;2122;DROGUERIA SUPERSALUD NO 3;BOYACA;KR 11 9 17;;TUNJA;KR 11 9 17
2123;2123;FARMA CENTRO ZARZAL;VALLE DEL CAUCA;KR 11 9 42;;ZARZAL;KR 11 9 42
2124;2124;CARULLA CLL 90;BOGOTA;KR 11 90 EQ;;BOGOTÁ D.C.;KR 11 90 EQ
2125;2125;DROGUERIAS CONSULFARMA;BOGOTA;KR 11 97 46;;BOGOTÁ D.C.;KR 11 97 46
2126;2126;FARMATODO CALLE 100;BOGOTA;KR 11 99 21;;BOGOTÁ D.C.;KR 11 99 21
2127;2127;FARMATODO CL 100 2;BOGOTA;KR 11 99 21;;BOGOTÁ D.C.;KR 11 99 21
2128;2128;COMERCIAL R.L.G.;CESAR;KR 11 A 14 51;;VALLEDUPAR;KR 11 A 14 51
2129;2129;93 PARK;BOGOTA;KR 11 A 93 94 LC 1;;BOGOTÁ D.C.;KR 11 A 93 94 LC 1
2130;2130;EXITO EXPRESS CR 11;BOGOTA;KR 11 A 94 A 49;;BOGOTÁ D.C.;KR 11 A 94 A 49
2131;2131;KAFA CAFE LTDA NO 2;BOGOTA;KR 11 B 98 25;;BOGOTÁ D.C.;KR 11 B 98 25
2132;2132;ESTACION DE SERVICIO MARSELLA;RISARALDA;KR 11 CL 15 AV DE VILLA RICA SEGOVIA;;MARSELLA;KR 11 CL 15 AV DE VILLA RICA SEGOVIA
2133;2133;LA CONFITERIA;CAQUETA;KR 11 CL 15 DENTRO DEL ALMACEN YEP;;FLORENCIA (CAQUETA);KR 11 CL 15 DENTRO DEL ALMACEN YEP
2134;2134;ALMACEN EXITO BARRANCABERMEJA;SANTANDER;KR 11 CL 50 EQ CE IWANA;;BARRANCABERMEJA;KR 11 CL 50 EQ CE IWANA
2135;2135;DROGUERIA FARMASAAS;TOLIMA;KR 11 SUR 20 A 12;;IBAGUÉ;KR 11 SUR 20 A 12
2136;2136;AUTO SERVICIO PUNTO YA SURTIMAX;BOGOTA;KR 110 64 76;;BOGOTÁ D.C.;KR 110 64 76
2137;2137;GRUPO AUTOSERVICIO MERCAMAS S A S;ANTIOQUIA;KR 110 39 A 25;;MEDELLIN;KR 110 39 A 25
2138;2138;DROGUERIA MANZANARES B F;BOGOTA;KR 110 68 B 63;;BOGOTÁ D.C.;KR 110 68 B 63
2139;2139;DROGUERIA FARMA ZAM;BOGOTA;KR 111 142 A 29;;BOGOTÁ D.C.;KR 111 142 A 29
2140;2140;DROGAS LOMBARDIA;BOGOTA;KR 111 143 44;;BOGOTÁ D.C.;KR 111 143 44
2141;2141;DROGUERIA DIANAR;BOGOTA;KR 111 A 86 26;;BOGOTÁ D.C.;KR 111 A 86 26
2142;2142;COLSUBSIDIO UNICENTRO CIUDADELA;BOGOTA;KR 111 C 86 74 CE UNICENTRO OCCIDENTE;;BOGOTÁ D.C.;KR 111 C 86 74 CE UNICENTRO OCCIDENTE
2143;2143;DROGAS MAS REBAJAS M S;BOGOTA;KR 112 65 B 04;;BOGOTÁ D.C.;KR 112 65 B 04
2144;2144;AGENCIA DE SEGUROS AUTOVILLAS DE COLOMBIA LTDA;BOGOTA;KR 112 A 78 13 PI 2;;BOGOTÁ D.C.;KR 112 A 78 13 PI 2
2145;2145;DROGUERIA UNISERVICIOS DE L LOPEZ PRINCIPAL;BOGOTA;KR 112 A BIS 72 C 51;;BOGOTÁ D.C.;KR 112 A BIS 72 C 51
2146;2146;DROGUERIA UNISERVICIOS L LOPEZ SUCURSAL NO 2;BOGOTA;KR 113 73 A 31;;BOGOTÁ D.C.;KR 113 73 A 31
2147;2147;DROGUERIA ESPECIAL DE LA 113;BOGOTA;KR 113 77 D 23;;BOGOTÁ D.C.;KR 113 77 D 23
2148;2148;DROGUERIA CIUDADELA B B;BOGOTA;KR 113 81 03 LC 1;;BOGOTÁ D.C.;KR 113 81 03 LC 1
2149;2149;DROGUERIA CAFAM OCCIDENTE EXITO;BOGOTA;KR 114 78 B 85;;BOGOTÁ D.C.;KR 114 78 B 85
2150;2150;EXITO OCCIDENTE;BOGOTA;KR 114 A 78 B 85;;BOGOTÁ D.C.;KR 114 A 78 B 85
2151;2151;DROGUERIA CAMINO VERDE;BOGOTA;KR 116 152 69 LC 1;;BOGOTÁ D.C.;KR 116 152 69 LC 1
2152;2152;CARULLA CORTIJO;BOGOTA;KR 116 A 82 16;;BOGOTÁ D.C.;KR 116 A 82 16
2153;2153;DROGUERIA SAN FRANCISCO;LA GUAJIRA;KR 12 10 05;;MAICAO;KR 12 10 05
2154;2154;ALVAREZ COMUNICACIONES;BOYACA;KR 12 10 12;;SOGAMOSO;KR 12 10 12
2155;2155;COMUNICACIONES JUNARO;SANTANDER;KR 12 10 29;;FLORIDABLANCA;KR 12 10 29
2156;2156;DROGUERIA POPULAR NO 6;NARIÑO;KR 12 11 39;;TUMACO;KR 12 11 39
2157;2157;COOGUASIMALES OCAÑA;NORTE DE SANTANDER;KR 12 11 49;;OCAÑA;KR 12 11 49
2158;2158;DROGUERIA Y AUTOSERVICIO DROMEDICAS OCAÑA;NORTE DE SANTANDER;KR 12 11 49;;OCAÑA;KR 12 11 49
2159;2159;DROGUERIA NEW FARMA;CASANARE;KR 12 11 77;;VILLANUEVA(CASANARE);KR 12 11 77
2160;2160;FARMACLUB 4;SANTANDER;KR 12 12 192 LC 114;;SAN GIL;KR 12 12 192 LC 114
2161;2161;CEDRITEL;BOGOTA;KR 12 142 27;;BOGOTÁ D.C.;KR 12 142 27
2162;2162;DROGAS SANTO REMEDIO;BOGOTA;KR 12 144 68;;BOGOTÁ D.C.;KR 12 144 68
2163;2163;ÉXITO EXPRESS CLL 144;BOGOTA;KR 12 144 77;;BOGOTÁ D.C.;KR 12 144 77
2164;2164;DROGUERIA SUPERSALUD;CASANARE;KR 12 15 10;;AGUAZUL;KR 12 15 10
2165;2165;HIPERDROGUERIA VILLA SALUD;CUNDINAMARCA;KR 12 15 121 MOSQUERA VILLA MARCELA;;MOSQUERA (CUNDI);KR 12 15 121 MOSQUERA VILLA MARCELA
2166;2166;DROGUERIA EL ESTERO;META;KR 12 15 14;;VILLAVICENCIO;KR 12 15 14
2167;2167;DROGUERIAS MAXI REBAJAS;BOGOTA;KR 12 15 25 LC 113;;BOGOTÁ D.C.;KR 12 15 25 LC 113
2168;2168;DROGUERIA WILCAR;META;KR 12 16 B 18;;VILLAVICENCIO;KR 12 16 B 18
2169;2169;DROGUERIA BONPHARMA;CUNDINAMARCA;KR 12 17 A 21;;FUNZA;KR 12 17 A 21
2170;2170;DROGUERIA LIMA;META;KR 12 18 07 ET 1;;VILLAVICENCIO;KR 12 18 07 ET 1
2171;2171;CELULAR PLANET;HUILA;KR 12 18 11;;CAMPOALEGRE;KR 12 18 11
2172;2172;JER TUNJA SUR PRINCIPAL CRA 12;BOYACA;KR 12 18 18;;TUNJA;KR 12 18 18
2173;2173;DROGUERIA ACUNA CR 12;BOGOTA;KR 12 19 06;;BOGOTÁ D.C.;KR 12 19 06
2174;2174;CUPIDO AMOR E ILUSIONES;SANTANDER;KR 12 19 N 30;;BUCARAMANGA;KR 12 19 N 30
2175;2175;EUROINTERNET;SANTANDER;KR 12 23 15;;FLORIDABLANCA;KR 12 23 15
2176;2176;DROGUERIA JER;META;KR 12 31 C 22;;VILLAVICENCIO;KR 12 31 C 22
2177;2177;JHON NET COMUNICACIONES;TOLIMA;KR 12 36 77;;IBAGUÉ;KR 12 36 77
2178;2178;CONFADROGAS;VALLE DEL CAUCA;KR 12 42 100;;CALI;KR 12 42 100
2179;2179;DROGUERIA SUPERDESCUENTOS CHIA;CUNDINAMARCA;KR 12 5 38;;CHÍA;KR 12 5 38
2180;2180;DROGUERIA SAN JUAN;CASANARE;KR 12 5 53;;TAURAMENA;KR 12 5 53
2181;2181;INTER CLIC PUNTO COM;VALLE DEL CAUCA;KR 12 5 60;;EL CERRITO;KR 12 5 60
2182;2182;DROGUERIA SUPERVILLA;VALLE DEL CAUCA;KR 12 51 38;;CALI;KR 12 51 38
2183;2183;DROGUERIAS LA PRINCIPAL NO 3;CUNDINAMARCA;KR 12 6 20;;CHÍA;KR 12 6 20
2184;2184;DROGAS COPIFAM GARZON;HUILA;KR 12 7 01/05;;GARZÓN;KR 12 7 01/05
2185;2185;DROGUERIA EDUSAN;CUNDINAMARCA;KR 12 7 32;;CHÍA;KR 12 7 32
2186;2186;DROGAS SAN ANDRES;META;KR 12 8 11;;VILLAVICENCIO;KR 12 8 11
2187;2187;DROGUERIA CAMOZ CR 12;CUNDINAMARCA;KR 12 9 78;;CHÍA;KR 12 9 78
2188;2188;DIGITARTE;BOGOTA;KR 12 A 77 A 79;;BOGOTÁ D.C.;KR 12 A 77 A 79
2189;2189;HIPERDROGUERIA FAMISALUD;BOGOTA;KR 12 BIS 26 A 12 SUR;;BOGOTÁ D.C.;KR 12 BIS 26 A 12 SUR
2190;2190;GIROS BUGA;VALLE DEL CAUCA;KR 12 CL 8 SUR;;BUGA;KR 12 CL 8 SUR
2191;2191;DROGUERIA VICTOR A M;BOGOTA;KR 12 H BIS 26 B 41 SUR;;BOGOTÁ D.C.;KR 12 H BIS 26 B 41 SUR
2192;2192;DROGUERIA VICTOR A M;BOGOTA;KR 12 H BIS 26 B 41 SUR;;BOGOTÁ D.C.;KR 12 H BIS 26 B 41 SUR
2193;2193;HIPERDROGUERIA SAN PABLO;BOGOTA;KR 120 17 D 91;;BOGOTÁ D.C.;KR 120 17 D 91
2194;2194;CARULLA PANCE;VALLE DEL CAUCA;KR 122 18 99;;CALI;KR 122 18 99
2195;2195;ECODROGAS N 2;BOGOTA;KR 123 130 C 34;;BOGOTÁ D.C.;KR 123 130 C 34
2196;2196;DROGUERIA ALKOSTO.COM BOGOTA;BOGOTA;KR 123 131 92;;BOGOTÁ D.C.;KR 123 131 92
2197;2197;ALFIDROGAS;BOGOTA;KR 123 65 A 83;;BOGOTÁ D.C.;KR 123 65 A 83
2198;2198;ALFIDROGAS;BOGOTA;KR 123 65 A 83;;BOGOTÁ D.C.;KR 123 65 A 83
2199;2199;DROGUERIA BRAJAM;META;KR 13 36 115 LC 102;;VILLAVICENCIO;KR 13 36 115 LC 102
2200;2200;DROGUERIA PROFAMILIAR NO. 8;QUINDIO;KR 13 1 N 35 LC 5;;ARMENIA (QUINDIO);KR 13 1 N 35 LC 5
2201;2201;FARMACIA PASTEUR TURBO;ANTIOQUIA;KR 13 101 30;;TURBO;KR 13 101 30
2202;2202;GRANERO LA VERANERA 2;ATLANTICO;KR 13 106 25;;BARRANQUILLA;KR 13 106 25
2203;2203;DROGAS AZTECA;ATLANTICO;KR 13 106 38;;BARRANQUILLA;KR 13 106 38
2204;2204;EXITO SOGAMOSO 578;BOYACA;KR 13 11 50;;SOGAMOSO;KR 13 11 50
2205;2205;DROGAS UNIDAS DE LA 13;CUNDINAMARCA;KR 13 11 99 BR BOSA;;SOACHA;KR 13 11 99 BR BOSA
2206;2206;ECOINSUMOS;BOGOTA;KR 13 13 38 LC 1125;;BOGOTÁ D.C.;KR 13 13 38 LC 1125
2207;2207;COMUNICACIONES DIANNE;BOGOTA;KR 13 13 47 LC 2;;BOGOTÁ D.C.;KR 13 13 47 LC 2
2208;2208;BODY NATURAL UNO;CUNDINAMARCA;KR 13 14 36 BR CENTRO;;FUNZA;KR 13 14 36 BR CENTRO
2209;2209;FARMACIA EXPRESS;BOGOTA;KR 13 141 99;;BOGOTÁ D.C.;KR 13 141 99
2210;2210;HIPERDROGUERIA RAMIREZ;BOGOTA;KR 13 144 59;;BOGOTÁ D.C.;KR 13 144 59
2211;2211;HIPERDROGUERIA RAMIREZ 144;BOGOTA;KR 13 144 59;;BOGOTÁ D.C.;KR 13 144 59
2212;2212;DROGUERIA LLANOGRANDE KJ;META;KR 13 15 69 LC 102;;GRANADA(META);KR 13 15 69 LC 102
2213;2213;CARULLA CIUDAD JARDIN SUR;BOGOTA;KR 13 16 48 SUR;;BOGOTÁ D.C.;KR 13 16 48 SUR
2214;2214;DROGUERIA SUPER 6;BOYACA;KR 13 17 08;;DUITAMA;KR 13 17 08
2215;2215;DROGUERIA MACRODESCUENTOS 2;ANTIOQUIA;KR 13 20 56;;CAUCASIA;KR 13 20 56
2216;2216;FARMASERVICIOS J;META;KR 13 20 79;;GRANADA(META);KR 13 20 79
2217;2217;DROGAS CLAUDIA;BOGOTA;KR 13 24 00 SUR;;BOGOTÁ D.C.;KR 13 24 00 SUR
2218;2218;CIGARRERIA LA GRANJA ALAMEDA;BOGOTA;KR 13 24 A 57 LC 2;;BOGOTÁ D.C.;KR 13 24 A 57 LC 2
2219;2219;FARMACITY CENTRO INTERNACIONAL;BOGOTA;KR 13 27 08;;BOGOTÁ D.C.;KR 13 27 08
2220;2220;CITIBANK PARQUE CENTRAL BAVARIA;BOGOTA;KR 13 29 25;;BOGOTÁ D.C.;KR 13 29 25
2221;2221;CAFE 32;BOGOTA;KR 13 32 74;;BOGOTÁ D.C.;KR 13 32 74
2222;2222;EXITO EXPRESS CRA 13 CON 33;BOGOTA;KR 13 33 70;;BOGOTÁ D.C.;KR 13 33 70
2223;2223;EXITO EXPRESS CRA 13;BOGOTA;KR 13 37 13;;BOGOTÁ D.C.;KR 13 37 13
2224;2224;DROGAS SERVIREBAJA 2006;CUNDINAMARCA;KR 13 4 26 SUR BR SOACHA;;SOACHA;KR 13 4 26 SUR BR SOACHA
2225;2225;ACERTAR LIMITADA;CASANARE;KR 13 4 64;;TAURAMENA;KR 13 4 64
2226;2226;DROGUERIA SOCIAL # 31;BOGOTA;KR 13 42 05;;BOGOTÁ D.C.;KR 13 42 05
2227;2227;ACUÑA PALERMO;BOGOTA;KR 13 42 37;;BOGOTÁ D.C.;KR 13 42 37
2228;2228;CAFE INTERNET VIRTUAL CENTER;BOGOTA;KR 13 47 94;;BOGOTÁ D.C.;KR 13 47 94
2229;2229;FRUT. CAF. EL MERENDERO DE LA 51;BOGOTA;KR 13 51 03;;BOGOTÁ D.C.;KR 13 51 03
2230;2230;DROGUERIA MEDIDROGAS;ANTIOQUIA;KR 13 52 A 14;;MEDELLIN;KR 13 52 A 14
2231;2231;DROGUERIA ALEMANA PLUS N 64;BOGOTA;KR 13 55 06;;BOGOTÁ D.C.;KR 13 55 06
2232;2232;COMERCIALIZADORA APC SUMINISTROS;VALLE DEL CAUCA;KR 13 6 51 LC 2;;BUGA;KR 13 6 51 LC 2
2233;2233;DROGAS CHAPINERO SUC 8;BOGOTA;KR 13 61 18;;BOGOTÁ D.C.;KR 13 61 18
2234;2234;DROGUERIA SOCIAL NO. 19;BOGOTA;KR 13 63 17;;BOGOTÁ D.C.;KR 13 63 17
2235;2235;EXITO EXPRESS LOURDES;BOGOTA;KR 13 63 A 67;;BOGOTÁ D.C.;KR 13 63 A 67
2236;2236;ECONOMIA 748 PASOANCHO;VALLE DEL CAUCA;KR 13 68 44 LC 112;;CALI;KR 13 68 44 LC 112
2237;2237;DROGUERIA INTERAMERICANA;CUNDINAMARCA;KR 13 7A 04 SUR BR COMPARTIR SOACHA;;SOACHA;KR 13 7A 04 SUR BR COMPARTIR SOACHA
2238;2238;EXITO BUGA;VALLE DEL CAUCA;KR 13 8 40;;BUGA;KR 13 8 40
2239;2239;DROGUERIA LA SALUD STORE DE LA 13;CASANARE;KR 13 9 79;;VILLANUEVA(CASANARE);KR 13 9 79
2240;2240;CHARCUTERIA VENUS;BOGOTA;KR 13 93 95;;BOGOTÁ D.C.;KR 13 93 95
2241;2241;ALMACEN SANTA PAULA;BOGOTA;KR 13 A 107 A 06;;BOGOTÁ D.C.;KR 13 A 107 A 06
2242;2242;DICOGRAF LTDA;BOGOTA;KR 13 A 28 38 L 116 M 2;;BOGOTÁ D.C.;KR 13 A 28 38 L 116 M 2
2243;2243;DICOGRAF LTDA;BOGOTA;KR 13 A 28 38 L 116 M 2;;BOGOTÁ D.C.;KR 13 A 28 38 L 116 M 2
2244;2244;KENNID DROGAS;META;KR 13 A 38 A 23;;VILLAVICENCIO;KR 13 A 38 A 23
2245;2245;ALMACEN DE COMPRA Y VENTA COMERCIALIZADORA LA 24;ATLANTICO;KR 13 A 98 43 LC 2;;BARRANQUILLA;KR 13 A 98 43 LC 2
2246;2246;DROGUERIA SUPER PROMOCION;BOYACA;KR 13 AV CIRCUNVALAR;;VILLA DE LEYVA;KR 13 AV CIRCUNVALAR
2247;2247;ALMACEN DE COMPRAVENTA DON DINERO;ATLANTICO;KR 13 C 55 64;;BARRANQUILLA;KR 13 C 55 64
2248;2248;CONAPUESTAS S.A.;ARAUCA;KR 13 CL 26;;SARAVENA;KR 13 CL 26
2249;2249;BOTICA JUNIN N. 46;ANTIOQUIA;KR 13 CON CL 101 EQ TURBO;;TURBO;KR 13 CON CL 101 EQ TURBO
2250;2250;DROGAS EL TOPACIO;CUNDINAMARCA;KR 13 NO 9 08 BR SOACHA COMPARTIR;;SOACHA;KR 13 NO 9 08 BR SOACHA COMPARTIR
2251;2251;LA ULTIMA ECONOMICA;ANTIOQUIA;KR 130 62 11;;MEDELLIN;KR 130 62 11
2252;2252;DROGUERIA FARMA DESCUENTOS;BOGOTA;KR 131 132 C 25;;BOGOTÁ D.C.;KR 131 132 C 25
2253;2253;FARMATEUS DROGUERIA;BOGOTA;KR 131 137 B 50;;BOGOTÁ D.C.;KR 131 137 B 50
2254;2254;CENTRO VIA ESPECIALIZADO MALL PLAZA;BOLIVAR;KR 131 3 45 CHANBACU MALL PLAZA;;CARTAGENA;KR 131 3 45 CHANBACU MALL PLAZA
2255;2255;MERCADOS ASARO;BOGOTA;KR 136 A 143 05;;BOGOTÁ D.C.;KR 136 A 143 05
2256;2256;DROGUERIA UNIREBAJAS;BOGOTA;KR 136 A 152 A 19;;BOGOTÁ D.C.;KR 136 A 152 A 19
2257;2257;ALMACEN EXITO CRISTAL;QUINDIO;KR 14 10 21;;ARMENIA (QUINDIO);KR 14 10 21
2258;2258;GES TURBO VENTAS, TRAMITES Y SERVICIOS;ANTIOQUIA;KR 14 101 31;;TURBO;KR 14 101 31
2259;2259;DROGUERIA AMIGA;RISARALDA;KR 14 13 61;;SANTA ROSA DE CABAL;KR 14 13 61
2260;2260;DROGUERIA Y PAÑALERA LA ECONOMICA;BOYACA;KR 14 14 13 EQ;;SOGAMOSO;KR 14 14 13 EQ
2261;2261;EXITO UNIARMENIA;QUINDIO;KR 14 14 27;;ARMENIA (QUINDIO);KR 14 14 27
2262;2262;INNOVACIONES LILIBETH;NORTE DE SANTANDER;KR 14 14 A 23;;CONVENCIÓN;KR 14 14 A 23
2263;2263;CIGARRERIA DANPAL 2;BOGOTA;KR 14 149 90;;BOGOTÁ D.C.;KR 14 149 90
2264;2264;DROGUERIA NEW YORK;SUCRE;KR 14 15 A 82;;SINCELEJO;KR 14 15 A 82
2265;2265;DROGUERIA PHARMA STOP;BOYACA;KR 14 16 25;;SOGAMOSO;KR 14 16 25
2266;2266;DROGAS COPIFAM GRANADA;META;KR 14 16 61;;GRANADA(META);KR 14 16 61
